raceId,year,circuitId,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driverId,constructorId,grid,results_positionOrder,milliseconds,statusId,circuit_country,constructor_points,constructor_position,constructor_wins,constructor_nationality,driver_nationality,driver_points,driver_wins,driver_age,results_points
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,18,6,0.12325508614001039,1,21,-0.23097975974280427,8.0,-0.33081328628304274,-0.35019900426461786,10,-0.0796977937758315,-0.33081328628304274,0.30434782608695654,1.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,-0.4651622445909126,0.48136804820822493,19,18,1.0,0,6,-0.34925460798041763,8.0,-0.33081328628304274,-0.35019900426461786,10,-0.27660155746893206,-0.33081328628304274,0.30434782608695654,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-0.4651622445909126,0.48136804820822493,13,20,1.0,0,34,-0.05356748738638421,9.0,-0.33081328628304274,-0.35019900426461786,10,-0.0796977937758315,-0.33081328628304274,0.30434782608695654,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,-0.3997860813704517,0.604719245177524,0,20,1.0,0,14,-0.11270491150519091,8.0,-0.33081328628304274,-0.35019900426461786,33,-0.5719572030085829,-0.33081328628304274,0.3913043478260869,0.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,-0.3997860813704517,0.604719245177524,24,17,1.0,0,3,-0.29011718386161095,8.0,-0.33081328628304274,-0.35019900426461786,33,-0.5719572030085829,-0.33081328628304274,0.3913043478260869,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-0.3997860813704517,0.604719245177524,16,20,1.0,0,21,-0.29011718386161095,9.0,-0.33081328628304274,-0.35019900426461786,33,-0.5719572030085829,-0.33081328628304274,0.3913043478260869,0.0
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,-0.9399354311862218,-1.1194768234466195,11,8,1.0,0,19,-0.05356748738638421,5.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,14,6,1.0,0,7,-0.6449417285744511,10.0,-0.33081328628304274,-0.35019900426461786,14,-0.47350532116203264,-0.33081328628304274,0.30434782608695654,1.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,11,20,1.0,0,8,-0.05356748738638421,6.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,10,9,1.0,0,11,-0.05356748738638421,5.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,7,17,1.0,0,14,-0.05356748738638421,6.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,18,14,1.0,0,3,-0.05356748738638421,5.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,7,14,1.0,0,1,-0.7040791526932578,10.0,-0.33081328628304274,-0.35019900426461786,14,-0.5719572030085829,-0.33081328628304274,0.30434782608695654,0.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,11,20,1.0,0,27,-0.5858043044556444,10.0,-0.33081328628304274,-0.35019900426461786,14,-0.47350532116203264,-0.33081328628304274,0.30434782608695654,0.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,18,9,1.0,0,10,-0.05356748738638421,5.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,21,9,1.0,0,33,-0.05356748738638421,5.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,14,15,1.0,0,21,-0.05356748738638421,6.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,16,14,1.0,0,6,-0.23097975974280427,5.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
501,1980,-0.43973298750516154,1.0,0.0,0.0,0.0,0.0,-0.9399354311862218,-1.1194768234466195,8,2,0.14832671553765697,1,34,-0.23097975974280427,5.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.30434782608695654,6.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-0.9399354311862218,-1.1194768234466195,20,20,1.0,0,34,-0.05356748738638421,7.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.34782608695652173,0.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,-0.3836669501229539,1.3315710417056412,8,18,1.0,0,8,-0.46752945621803105,11.0,-0.33081328628304274,2.861652089563481,14,-0.5719572030085829,-0.33081328628304274,0.13043478260869568,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-0.3836669501229539,1.3315710417056412,10,20,1.0,0,34,-0.46752945621803105,11.0,-0.33081328628304274,2.861652089563481,14,-0.5719572030085829,-0.33081328628304274,0.13043478260869568,0.0
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,0.4717224270937568,0.10816090039867046,4,3,0.16076828007583477,1,19,0.5969441779204894,3.0,1.010522381086171,-0.35019900426461786,7,1.5939841976155233,1.010522381086171,0.3913043478260869,4.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,9,19,1.0,0,7,-0.34925460798041763,3.0,-0.33081328628304274,-0.35019900426461786,7,0.018754088070718784,-0.33081328628304274,0.3913043478260869,0.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,1,16,1.0,0,8,2.54847917384111,3.0,3.6931937158245987,-0.35019900426461786,7,4.744444416705132,3.6931937158245987,0.43478260869565233,0.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,6,4,0.09093619169946586,1,11,1.3065932673461695,3.0,1.010522381086171,-0.35019900426461786,7,2.775406779774127,1.010522381086171,0.3913043478260869,3.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,5,1,0.1200338460223317,1,14,2.489341749722303,3.0,3.6931937158245987,-0.35019900426461786,7,4.744444416705132,3.6931937158245987,0.43478260869565233,9.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,7,5,0.09652636360277576,1,3,1.424868115583783,3.0,1.010522381086171,-0.35019900426461786,7,2.9723105434672275,1.010522381086171,0.43478260869565233,2.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,4,2,0.13240191571963728,1,1,-0.34925460798041763,2.0,-0.33081328628304274,-0.35019900426461786,7,0.018754088070718784,-0.33081328628304274,0.3913043478260869,6.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,3,4,0.11952818413047524,1,27,-0.1718423356239976,4.0,-0.33081328628304274,-0.35019900426461786,7,0.31410973361036965,-0.33081328628304274,0.3913043478260869,3.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,8,4,0.11100582525397194,1,10,0.7743564502769095,3.0,1.010522381086171,-0.35019900426461786,7,1.8893398431551742,1.010522381086171,0.3913043478260869,3.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,0.4717224270937568,0.10816090039867046,5,2,0.11324997156557413,1,33,1.1291809949897496,3.0,1.010522381086171,-0.35019900426461786,7,2.480051134234476,1.010522381086171,0.3913043478260869,6.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,5,1,0.12026240809522672,1,21,1.957104932653043,3.0,2.3518580484553846,-0.35019900426461786,7,3.85837748008618,2.3518580484553846,0.43478260869565233,9.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,0.4717224270937568,0.10816090039867046,7,17,1.0,0,6,0.3603944814452626,4.0,1.010522381086171,-0.35019900426461786,7,1.2001766702293222,1.010522381086171,0.3913043478260869,0.0
501,1980,-0.43973298750516154,1.0,0.0,0.0,0.0,0.0,0.4717224270937568,0.10816090039867046,1,1,0.14654414870226729,1,34,0.3603944814452626,2.0,1.010522381086171,-0.35019900426461786,7,1.2001766702293222,1.010522381086171,0.3913043478260869,9.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,0.4717224270937568,0.10816090039867046,2,17,1.0,0,34,2.54847917384111,3.0,3.6931937158245987,-0.35019900426461786,7,4.744444416705132,3.6931937158245987,0.43478260869565233,0.0
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,-1.0903924770898328,-1.0144179146265973,0,20,1.0,0,19,-0.1718423356239976,6.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,15,9,1.0,0,7,-0.46752945621803105,5.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,6,9,1.0,0,8,-0.05356748738638421,7.0,-0.33081328628304274,-2.4098655639752673,40,0.018754088070718784,-0.33081328628304274,0.5652173913043479,0.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,8,20,1.0,0,11,-0.1718423356239976,7.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,11,5,1.0,0,14,-0.05356748738638421,7.0,-0.33081328628304274,-2.4098655639752673,40,0.018754088070718784,-0.33081328628304274,0.5652173913043479,2.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,11,16,1.0,0,3,-0.1718423356239976,7.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,13,3,0.134359725551646,1,1,-0.46752945621803105,3.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,4.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,23,17,1.0,0,27,-0.46752945621803105,6.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,23,19,1.0,0,10,-0.1718423356239976,6.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,0,20,1.0,0,33,-0.1718423356239976,7.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,0,20,1.0,0,21,-0.1718423356239976,7.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,21,7,1.0,0,6,-0.23097975974280427,6.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
501,1980,-0.43973298750516154,1.0,0.0,0.0,0.0,0.0,-1.0903924770898328,-1.0144179146265973,22,11,1.0,0,34,-0.23097975974280427,6.0,-0.33081328628304274,-2.4098655639752673,40,-0.1781496756223818,-0.33081328628304274,0.5652173913043479,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-1.0903924770898328,-1.0144179146265973,14,10,1.0,0,34,-0.05356748738638421,8.0,-0.33081328628304274,-2.4098655639752673,40,0.018754088070718784,-0.33081328628304274,0.5652173913043479,0.0
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,-0.6152882631689068,0.604719245177524,14,9,1.0,0,19,-0.34925460798041763,7.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.17391304347826098,0.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,7,2,0.12494811170056701,1,7,-0.34925460798041763,4.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.13043478260869568,6.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,17,10,1.0,0,8,-0.11270491150519091,9.0,-0.33081328628304274,-0.35019900426461786,14,0.41256161545691994,-0.33081328628304274,0.17391304347826098,0.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,11,16,1.0,0,11,-0.34925460798041763,9.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.17391304347826098,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,18,4,1.0,0,14,-0.11270491150519091,8.0,-0.33081328628304274,-0.35019900426461786,14,0.41256161545691994,-0.33081328628304274,0.17391304347826098,3.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,9,6,0.09652636360277576,1,3,-0.29011718386161095,8.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.17391304347826098,1.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,5,19,1.0,0,1,-0.7040791526932578,12.0,-0.33081328628304274,-0.35019900426461786,14,-0.5719572030085829,-0.33081328628304274,0.13043478260869568,0.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,14,20,1.0,0,27,-0.34925460798041763,5.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.13043478260869568,0.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,14,20,1.0,0,10,-0.34925460798041763,7.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.17391304347826098,0.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,-0.6152882631689068,0.604719245177524,14,20,1.0,0,33,-0.34925460798041763,9.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.17391304347826098,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,11,20,1.0,0,21,-0.29011718386161095,9.0,-0.33081328628304274,-0.35019900426461786,14,0.11720596991726907,-0.33081328628304274,0.17391304347826098,0.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,-0.6152882631689068,0.604719245177524,8,10,1.0,0,6,-0.34925460798041763,7.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.17391304347826098,0.0
501,1980,-0.43973298750516154,1.0,0.0,0.0,0.0,0.0,-0.6152882631689068,0.604719245177524,20,20,1.0,0,34,-0.34925460798041763,7.0,-0.33081328628304274,-0.35019900426461786,14,0.018754088070718784,-0.33081328628304274,0.17391304347826098,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,-0.6152882631689068,0.604719245177524,4,4,0.11344937476863069,1,34,0.12384478497003584,5.0,-0.33081328628304274,-0.35019900426461786,14,0.7079172609965707,-0.33081328628304274,0.17391304347826098,3.0
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,0.013544161800954656,-0.2550892258282245,20,12,1.0,0,19,0.5378067538016826,4.0,2.3518580484553846,-0.2548228913026517,10,1.495532315768973,2.3518580484553846,0.5652173913043479,0.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,6,1,0.12415629444010985,1,7,-0.1718423356239976,2.0,1.010522381086171,-0.2548228913026517,10,0.31410973361036965,1.010522381086171,0.5652173913043479,9.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,23,14,1.0,0,8,1.5431429638213963,4.0,2.3518580484553846,-0.2548228913026517,10,2.2831473705413754,2.3518580484553846,0.6086956521739131,0.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,3,19,1.0,0,11,0.656081602039296,4.0,2.3518580484553846,-0.2548228913026517,10,1.6924360794620736,2.3518580484553846,0.6086956521739131,0.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,1,10,1.0,0,14,1.5431429638213963,4.0,2.3518580484553846,-0.2548228913026517,10,2.2831473705413754,2.3518580484553846,0.6086956521739131,0.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,1,9,1.0,0,3,1.1883184191085563,4.0,2.3518580484553846,-0.2548228913026517,10,1.6924360794620736,2.3518580484553846,0.6086956521739131,0.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,19,20,1.0,0,1,-0.7040791526932578,13.0,-0.33081328628304274,-0.2548228913026517,10,-0.5719572030085829,-0.33081328628304274,0.5652173913043479,0.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,2,1,0.11731790557452391,1,27,0.3603944814452626,1.0,2.3518580484553846,-0.2548228913026517,10,1.2001766702293222,2.3518580484553846,0.5652173913043479,9.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,2,5,0.11105182744613941,1,10,0.656081602039296,4.0,2.3518580484553846,-0.2548228913026517,10,1.6924360794620736,2.3518580484553846,0.5652173913043479,2.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,16,14,1.0,0,33,0.656081602039296,4.0,2.3518580484553846,-0.2548228913026517,10,1.6924360794620736,2.3518580484553846,0.6086956521739131,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,1,2,0.1207307611225694,1,21,1.5431429638213963,4.0,2.3518580484553846,-0.2548228913026517,10,2.2831473705413754,2.3518580484553846,0.6086956521739131,6.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,6,4,1.0,0,6,0.5378067538016826,3.0,2.3518580484553846,-0.2548228913026517,10,1.495532315768973,2.3518580484553846,0.5652173913043479,3.0
501,1980,-0.43973298750516154,1.0,0.0,0.0,0.0,0.0,0.013544161800954656,-0.2550892258282245,2,9,1.0,0,34,0.3603944814452626,1.0,2.3518580484553846,-0.2548228913026517,10,1.2001766702293222,2.3518580484553846,0.5652173913043479,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,0.013544161800954656,-0.2550892258282245,6,7,1.0,0,34,1.5431429638213963,4.0,2.3518580484553846,-0.2548228913026517,10,2.2831473705413754,2.3518580484553846,0.6086956521739131,0.0
503,1980,0.3458976620940437,0.0,0.0,1.0,1.0,0.0,0.47885349452397513,1.702663666090277,6,5,1.0,0,19,-0.40839203209922437,10.0,-0.33081328628304274,1.808567363895859,8,-0.27660155746893206,-0.33081328628304274,0.5217391304347827,2.0
499,1980,0.3355812414266881,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,3,16,1.0,0,7,-0.7040791526932578,12.0,-0.33081328628304274,1.808567363895859,8,-0.5719572030085829,-0.33081328628304274,0.5217391304347827,0.0
510,1980,-0.9796766326973446,0.0,1.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,22,5,0.1407978591231765,1,8,-0.23097975974280427,10.0,-0.33081328628304274,1.808567363895859,8,0.018754088070718784,-0.33081328628304274,0.5217391304347827,2.0
506,1980,-0.6410837445045687,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,16,6,0.09253866176362986,1,11,-0.34925460798041763,10.0,-0.33081328628304274,1.808567363895859,8,-0.1781496756223818,-0.33081328628304274,0.5217391304347827,1.0
509,1980,-0.5653300449208075,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,8,20,1.0,0,14,-0.34925460798041763,10.0,-0.33081328628304274,1.808567363895859,8,-0.1781496756223818,-0.33081328628304274,0.5217391304347827,0.0
507,1980,-0.8089048505043581,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,15,8,1.0,0,3,-0.34925460798041763,10.0,-0.33081328628304274,1.808567363895859,8,-0.1781496756223818,-0.33081328628304274,0.5217391304347827,0.0
498,1980,0.7835117311437221,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,8,12,1.0,0,1,-0.7040791526932578,7.0,-0.33081328628304274,1.808567363895859,8,-0.5719572030085829,-0.33081328628304274,0.4782608695652175,0.0
500,1980,0.04840430357600734,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,10,20,1.0,0,27,-0.7040791526932578,14.0,-0.33081328628304274,1.808567363895859,8,-0.5719572030085829,-0.33081328628304274,0.5217391304347827,0.0
504,1980,-0.508198080411075,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,17,8,1.0,0,10,-0.40839203209922437,10.0,-0.33081328628304274,1.808567363895859,8,-0.27660155746893206,-0.33081328628304274,0.5217391304347827,0.0
505,1980,-0.36399729096431066,1.0,0.0,0.0,0.0,0.0,0.47885349452397513,1.702663666090277,19,19,1.0,0,33,-0.40839203209922437,10.0,-0.33081328628304274,1.808567363895859,8,-0.27660155746893206,-0.33081328628304274,0.5217391304347827,0.0
508,1980,0.9403170013291895,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,7,7,1.0,0,21,-0.34925460798041763,10.0,-0.33081328628304274,1.808567363895859,8,-0.1781496756223818,-0.33081328628304274,0.5217391304347827,0.0
502,1980,-0.6964612211900115,0.0,0.0,1.0,0.0,0.0,0.47885349452397513,1.702663666090277,12,6,1.0,0,6,-0.5266668803368377,10.0,-0.33081328628304274,1.808567363895859,8,-0.47350532116203264,-0.33081328628304274,0.5217391304347827,1.0
501,1980,-0.43973298750516154,1.0,0.0,0.0,0.0,0.0,0.47885349452397513,1.702663666090277,10,15,1.0,0,34,-0.5858043044556444,11.0,-0.33081328628304274,1.808567363895859,8,-0.5719572030085829,-0.33081328628304274,0.5217391304347827,0.0
511,1980,0.1672182486693618,0.0,0.0,1.0,0.0,1.0,0.47885349452397513,1.702663666090277,18,13,1.0,0,34,-0.23097975974280427,10.0,-0.33081328628304274,1.808567363895859,8,0.018754088070718784,-0.33081328628304274,0.5217391304347827,0.0
